year_month	county	hd	sd	cd	party	count
3/1/2016	MARION	22	11	5	NAV+	7036
3/1/2016	MARION	22	11	5	Republican	5539
3/1/2016	MARION	23	12	5	Democrat	1417
3/1/2016	MARION	23	12	5	Independent Party	262
3/1/2016	MARION	23	12	5	NAV+	1335
3/1/2016	MARION	23	12	5	Republican	2338
3/1/2016	MARION	25	13	5	Democrat	6751
3/1/2016	MARION	25	13	5	Independent Party	1099
3/1/2016	MARION	25	13	5	NAV+	5392
3/1/2016	MARION	25	13	5	Republican	8319
3/1/2016	MARION	39	20	5	Democrat	4
3/1/2016	MARION	39	20	5	Independent Party	5
3/1/2016	MARION	39	20	5	NAV+	10
3/1/2016	MARION	39	20	5	Republican	22
3/1/2016	MARION	59	30	5	NAV+	0
3/1/2016	MORROW	57	29	2	Democrat	1201
3/1/2016	MORROW	57	29	2	Independent Party	257
3/1/2016	MORROW	57	29	2	NAV+	1384
3/1/2016	MORROW	57	29	2	Republican	1899
3/1/2016	MULTNOMAH	27	14	1	Democrat	39
3/1/2016	MULTNOMAH	27	14	1	Independent Party	1
3/1/2016	MULTNOMAH	27	14	1	NAV+	8
3/1/2016	MULTNOMAH	27	14	1	Republican	14
3/1/2016	MULTNOMAH	27	14	3	Democrat	742
3/1/2016	MULTNOMAH	27	14	3	Independent Party	47
3/1/2016	MULTNOMAH	27	14	3	NAV+	268
3/1/2016	MULTNOMAH	27	14	3	Republican	400
3/1/2016	MULTNOMAH	31	16	1	Democrat	1816
3/1/2016	MULTNOMAH	31	16	1	Independent Party	148
3/1/2016	MULTNOMAH	31	16	1	NAV+	1032
3/1/2016	MULTNOMAH	31	16	1	Republican	925
3/1/2016	MULTNOMAH	33	17	1	Democrat	7399
3/1/2016	MULTNOMAH	33	17	1	Independent Party	669
3/1/2016	MULTNOMAH	33	17	1	NAV+	3861
3/1/2016	MULTNOMAH	33	17	1	Republican	1795
3/1/2016	MULTNOMAH	35	18	1	Democrat	2273
3/1/2016	MULTNOMAH	35	18	1	Independent Party	171
3/1/2016	MULTNOMAH	35	18	1	NAV+	1013
3/1/2016	MULTNOMAH	35	18	1	Republican	711
3/1/2016	MULTNOMAH	35	18	3	Democrat	435
3/1/2016	MULTNOMAH	35	18	3	Independent Party	27
3/1/2016	MULTNOMAH	35	18	3	NAV+	207
3/1/2016	MULTNOMAH	35	18	3	Republican	95
3/1/2016	MULTNOMAH	35	18	5	Democrat	457
3/1/2016	MULTNOMAH	35	18	5	Independent Party	39
3/1/2016	MULTNOMAH	35	18	5	NAV+	220
3/1/2016	MULTNOMAH	35	18	5	Republican	214
3/1/2016	MULTNOMAH	36	18	1	Democrat	8255
3/1/2016	MULTNOMAH	36	18	1	Independent Party	642
3/1/2016	MULTNOMAH	36	18	1	NAV+	3806
3/1/2016	MULTNOMAH	36	18	1	Republican	1832
3/1/2016	MULTNOMAH	36	18	3	Democrat	15366
3/1/2016	MULTNOMAH	36	18	3	Independent Party	1432
3/1/2016	MULTNOMAH	36	18	3	NAV+	8747
3/1/2016	MULTNOMAH	36	18	3	Republican	3584
3/1/2016	MULTNOMAH	38	19	3	Democrat	10165
3/1/2016	MULTNOMAH	38	19	3	Independent Party	763
3/1/2016	MULTNOMAH	38	19	3	NAV+	4543
3/1/2016	MULTNOMAH	38	19	3	Republican	2668
3/1/2016	MULTNOMAH	38	19	5	Democrat	1275
3/1/2016	MULTNOMAH	38	19	5	Independent Party	98
3/1/2016	MULTNOMAH	38	19	5	NAV+	561
3/1/2016	MULTNOMAH	38	19	5	Republican	540
3/1/2016	MULTNOMAH	41	21	3	Democrat	10035
3/1/2016	MULTNOMAH	41	21	3	Independent Party	650
3/1/2016	MULTNOMAH	41	21	3	NAV+	4362
3/1/2016	MULTNOMAH	41	21	3	Republican	1831
3/1/2016	MULTNOMAH	42	21	3	Democrat	27377
3/1/2016	MULTNOMAH	42	21	3	Independent Party	1772
3/1/2016	MULTNOMAH	42	21	3	NAV+	14473
3/1/2016	MULTNOMAH	42	21	3	Republican	2416
3/1/2016	MULTNOMAH	43	22	3	Democrat	29156
3/1/2016	MULTNOMAH	43	22	3	Independent Party	1580
3/1/2016	MULTNOMAH	43	22	3	NAV+	13731
3/1/2016	MULTNOMAH	43	22	3	Republican	2329
3/1/2016	MULTNOMAH	44	22	3	Democrat	21537
3/1/2016	MULTNOMAH	44	22	3	Independent Party	1437
3/1/2016	MULTNOMAH	44	22	3	NAV+	12615
3/1/2016	MULTNOMAH	44	22	3	Republican	3123
3/1/2016	MULTNOMAH	45	23	3	Democrat	23778
3/1/2016	MULTNOMAH	45	23	3	Independent Party	1565
3/1/2016	MULTNOMAH	45	23	3	NAV+	11389
3/1/2016	MULTNOMAH	45	23	3	Republican	5136
3/1/2016	MULTNOMAH	46	23	3	Democrat	21508
3/1/2016	MULTNOMAH	46	23	3	Independent Party	1485
3/1/2016	MULTNOMAH	46	23	3	NAV+	12176
3/1/2016	MULTNOMAH	46	23	3	Republican	4193
3/1/2016	MULTNOMAH	47	24	3	Democrat	13935
3/1/2016	MULTNOMAH	47	24	3	Independent Party	1241
3/1/2016	MULTNOMAH	47	24	3	NAV+	10446
3/1/2016	MULTNOMAH	47	24	3	Republican	5860
3/1/2016	MULTNOMAH	48	24	3	Democrat	6321
3/1/2016	MULTNOMAH	48	24	3	Independent Party	576
3/1/2016	MULTNOMAH	48	24	3	NAV+	5491
3/1/2016	MULTNOMAH	48	24	3	Republican	2045
3/1/2016	MULTNOMAH	48	24	5	Democrat	568
3/1/2016	MULTNOMAH	48	24	5	Independent Party	69
3/1/2016	MULTNOMAH	48	24	5	NAV+	450
3/1/2016	MULTNOMAH	48	24	5	Republican	340
3/1/2016	MULTNOMAH	49	25	3	Democrat	11764
3/1/2016	MULTNOMAH	49	25	3	Independent Party	1492
3/1/2016	MULTNOMAH	49	25	3	NAV+	9716
3/1/2016	MULTNOMAH	49	25	3	Republican	7611
3/1/2016	MULTNOMAH	50	25	3	Democrat	11819
3/1/2016	MULTNOMAH	50	25	3	Independent Party	1445
3/1/2016	MULTNOMAH	50	25	3	NAV+	9652
3/1/2016	MULTNOMAH	50	25	3	Republican	8433
3/1/2016	MULTNOMAH	51	26	3	Democrat	6055
3/1/2016	MULTNOMAH	51	26	3	Independent Party	610
3/1/2016	MULTNOMAH	51	26	3	NAV+	5232
3/1/2016	MULTNOMAH	51	26	3	Republican	3343
3/1/2016	MULTNOMAH	52	26	3	Democrat	2718
3/1/2016	MULTNOMAH	52	26	3	Independent Party	361
3/1/2016	MULTNOMAH	52	26	3	NAV+	2092
3/1/2016	MULTNOMAH	52	26	3	Republican	2798
3/1/2016	POLK	10	5	5	Democrat	506
3/1/2016	POLK	10	5	5	Independent Party	86
3/1/2016	POLK	10	5	5	NAV+	531
3/1/2016	POLK	10	5	5	Republican	415
3/1/2016	POLK	20	10	5	Democrat	8589
3/1/2016	POLK	20	10	5	Independent Party	1396
3/1/2016	POLK	20	10	5	NAV+	6199
3/1/2016	POLK	20	10	5	Republican	8354
3/1/2016	POLK	23	12	5	Democrat	5370
3/1/2016	POLK	23	12	5	Independent Party	913
3/1/2016	POLK	23	12	5	NAV+	4205
3/1/2016	POLK	23	12	5	Republican	7606
3/1/2016	SHERMAN	57	29	2	Democrat	271
3/1/2016	SHERMAN	57	29	2	Independent Party	41
3/1/2016	SHERMAN	57	29	2	NAV+	249
3/1/2016	SHERMAN	57	29	2	Republican	554
3/1/2016	TILLAMOOK	10	5	5	Democrat	1871
3/1/2016	TILLAMOOK	10	5	5	Independent Party	247
3/1/2016	TILLAMOOK	10	5	5	NAV+	1205
3/1/2016	TILLAMOOK	10	5	5	Republican	1752
3/1/2016	TILLAMOOK	32	16	5	Democrat	3775
3/1/2016	TILLAMOOK	32	16	5	Independent Party	454
3/1/2016	TILLAMOOK	32	16	5	NAV+	2558
3/1/2016	TILLAMOOK	32	16	5	Republican	3013
3/1/2016	UMATILLA	57	29	2	Democrat	4120
3/1/2016	UMATILLA	57	29	2	Independent Party	824
3/1/2016	UMATILLA	57	29	2	NAV+	5563
3/1/2016	UMATILLA	57	29	2	Republican	6318
3/1/2016	UMATILLA	58	29	2	Democrat	3832
3/1/2016	UMATILLA	58	29	2	Independent Party	803
3/1/2016	UMATILLA	58	29	2	NAV+	4110
3/1/2016	UMATILLA	58	29	2	Republican	6302
3/1/2016	UNION	58	29	2	Democrat	3590
3/1/2016	UNION	58	29	2	Independent Party	754
3/1/2016	UNION	58	29	2	NAV+	3463
3/1/2016	UNION	58	29	2	Republican	6677
3/1/2016	WALLOWA	58	29	2	Democrat	1131
3/1/2016	WALLOWA	58	29	2	Independent Party	200
3/1/2016	WALLOWA	58	29	2	NAV+	920
3/1/2016	WALLOWA	58	29	2	Republican	2382
3/1/2016	WASCO	57	29	2	Democrat	337
3/1/2016	WASCO	57	29	2	Independent Party	62
3/1/2016	WASCO	57	29	2	NAV+	366
3/1/2016	WASCO	57	29	2	Republican	569
3/1/2016	WASCO	59	30	2	Democrat	4303
3/1/2016	WASCO	59	30	2	Independent Party	583
3/1/2016	WASCO	59	30	2	NAV+	3331
3/1/2016	WASCO	59	30	2	Republican	3675
3/1/2016	WASHINGTON	24	12	1	Democrat	2502
3/1/2016	WASHINGTON	24	12	1	Independent Party	322
3/1/2016	WASHINGTON	24	12	1	NAV+	2057
3/1/2016	WASHINGTON	24	12	1	Republican	2545
3/1/2016	WASHINGTON	25	13	1	Democrat	2
3/1/2016	WASHINGTON	26	13	1	Democrat	9603
3/1/2016	WASHINGTON	26	13	1	Independent Party	1397
3/1/2016	WASHINGTON	26	13	1	NAV+	7218
3/1/2016	WASHINGTON	26	13	1	Republican	10256
3/1/2016	WASHINGTON	27	14	1	Democrat	15760
3/1/2016	WASHINGTON	27	14	1	Independent Party	1615
3/1/2016	WASHINGTON	27	14	1	NAV+	9586
3/1/2016	WASHINGTON	27	14	1	Republican	9193
3/1/2016	WASHINGTON	28	14	1	Democrat	13300
3/1/2016	WASHINGTON	28	14	1	Independent Party	1528
3/1/2016	WASHINGTON	28	14	1	NAV+	10376
3/1/2016	WASHINGTON	28	14	1	Republican	8645
3/1/2016	WASHINGTON	29	15	1	Democrat	10528
3/1/2016	WASHINGTON	29	15	1	Independent Party	1347
3/1/2016	WASHINGTON	29	15	1	NAV+	9565
3/1/2016	WASHINGTON	29	15	1	Republican	8098
3/1/2016	WASHINGTON	30	15	1	Democrat	12416
3/1/2016	WASHINGTON	30	15	1	Independent Party	1717
3/1/2016	WASHINGTON	30	15	1	NAV+	11035
3/1/2016	WASHINGTON	30	15	1	Republican	9437
3/1/2016	WASHINGTON	31	16	1	Democrat	1886
3/1/2016	WASHINGTON	31	16	1	Independent Party	237
3/1/2016	WASHINGTON	31	16	1	NAV+	1710
3/1/2016	WASHINGTON	31	16	1	Republican	1795
3/1/2016	WASHINGTON	32	16	1	Democrat	1954
3/1/2016	WASHINGTON	32	16	1	Independent Party	243
3/1/2016	WASHINGTON	32	16	1	NAV+	1732
3/1/2016	WASHINGTON	32	16	1	Republican	2341
3/1/2016	WASHINGTON	33	17	1	Democrat	10531
3/1/2016	WASHINGTON	33	17	1	Independent Party	1184
3/1/2016	WASHINGTON	33	17	1	NAV+	8086
3/1/2016	WASHINGTON	33	17	1	Republican	7385
3/1/2016	WASHINGTON	34	17	1	Democrat	14824
3/1/2016	WASHINGTON	34	17	1	Independent Party	1582
3/1/2016	WASHINGTON	34	17	1	NAV+	10370
3/1/2016	WASHINGTON	34	17	1	Republican	8132
3/1/2016	WASHINGTON	35	18	1	Democrat	13217
3/1/2016	WASHINGTON	35	18	1	Independent Party	1617
3/1/2016	WASHINGTON	35	18	1	NAV+	8581
3/1/2016	WASHINGTON	35	18	1	Republican	9298
3/1/2016	WASHINGTON	37	19	1	Democrat	5435
3/1/2016	WASHINGTON	37	19	1	Independent Party	804
3/1/2016	WASHINGTON	37	19	1	NAV+	3837
3/1/2016	WASHINGTON	37	19	1	Republican	4797
3/1/2016	WASHINGTON	38	19	1	NAV+	0
3/1/2016	WHEELER	59	30	2	Democrat	251
3/1/2016	WHEELER	59	30	2	Independent Party	49
3/1/2016	WHEELER	59	30	2	NAV+	199
3/1/2016	WHEELER	59	30	2	Republican	396
3/1/2016	YAMHILL	10	5	1	Democrat	905
3/1/2016	YAMHILL	10	5	1	Independent Party	174
3/1/2016	YAMHILL	10	5	1	NAV+	978
3/1/2016	YAMHILL	10	5	1	Republican	1097
3/1/2016	YAMHILL	23	12	1	Democrat	2462
3/1/2016	YAMHILL	23	12	1	Independent Party	396
3/1/2016	YAMHILL	23	12	1	NAV+	1980
3/1/2016	YAMHILL	23	12	1	Republican	3084
3/1/2016	YAMHILL	24	12	1	Democrat	9461
3/1/2016	YAMHILL	24	12	1	Independent Party	1497
3/1/2016	YAMHILL	24	12	1	NAV+	7558
3/1/2016	YAMHILL	24	12	1	Republican	9885
3/1/2016	YAMHILL	25	13	1	Democrat	4040
3/1/2016	YAMHILL	25	13	1	Independent Party	808
3/1/2016	YAMHILL	25	13	1	NAV+	3706
3/1/2016	YAMHILL	25	13	1	Republican	5361
3/1/2016	YAMHILL	32	16	1	Republican	1
4/1/2016	BAKER	60	30	2	Democrat	2135
4/1/2016	BAKER	60	30	2	Independent Party	550
4/1/2016	BAKER	60	30	2	NAV+	2341
4/1/2016	BAKER	60	30	2	Republican	4982
4/1/2016	BENTON	15	8	4	Democrat	267
4/1/2016	BENTON	15	8	4	Independent Party	34
4/1/2016	BENTON	15	8	4	NAV+	178
4/1/2016	BENTON	15	8	4	Republican	217
4/1/2016	BENTON	15	8	5	Democrat	2227
4/1/2016	BENTON	15	8	5	Independent Party	292
4/1/2016	BENTON	15	8	5	NAV+	1422
4/1/2016	BENTON	15	8	5	Republican	2800
4/1/2016	BENTON	16	8	4	Democrat	17110
4/1/2016	BENTON	16	8	4	Independent Party	1497
4/1/2016	BENTON	16	8	4	NAV+	8734
4/1/2016	BENTON	16	8	4	Republican	7288
4/1/2016	BENTON	23	12	4	Democrat	2985
4/1/2016	BENTON	23	12	4	Independent Party	328
4/1/2016	BENTON	23	12	4	NAV+	1729
4/1/2016	BENTON	23	12	4	Republican	2516
4/1/2016	BENTON	23	12	5	Democrat	339
4/1/2016	BENTON	23	12	5	Independent Party	48
4/1/2016	BENTON	23	12	5	NAV+	247
4/1/2016	BENTON	23	12	5	Republican	340
4/1/2016	CLACKAMAS	18	9	3	Democrat	763
4/1/2016	CLACKAMAS	18	9	3	Independent Party	103
4/1/2016	CLACKAMAS	18	9	3	NAV+	660
4/1/2016	CLACKAMAS	18	9	3	Republican	955
4/1/2016	CLACKAMAS	18	9	5	Democrat	3464
4/1/2016	CLACKAMAS	18	9	5	Independent Party	550
4/1/2016	CLACKAMAS	18	9	5	NAV+	3224
4/1/2016	CLACKAMAS	18	9	5	Republican	5305
4/1/2016	CLACKAMAS	26	13	5	Democrat	3721
4/1/2016	CLACKAMAS	26	13	5	Independent Party	585
4/1/2016	CLACKAMAS	26	13	5	NAV+	2759
4/1/2016	CLACKAMAS	26	13	5	Republican	3941
4/1/2016	CLACKAMAS	35	18	5	Democrat	191
4/1/2016	CLACKAMAS	35	18	5	Independent Party	11
4/1/2016	CLACKAMAS	35	18	5	NAV+	122
4/1/2016	CLACKAMAS	35	18	5	Republican	160
4/1/2016	CLACKAMAS	37	19	5	Democrat	9932
4/1/2016	CLACKAMAS	37	19	5	Independent Party	1224
4/1/2016	CLACKAMAS	37	19	5	NAV+	5623
4/1/2016	CLACKAMAS	37	19	5	Republican	8993
4/1/2016	CLACKAMAS	38	19	5	Democrat	10626
4/1/2016	CLACKAMAS	38	19	5	Independent Party	1253
4/1/2016	CLACKAMAS	38	19	5	NAV+	5258
4/1/2016	CLACKAMAS	38	19	5	Republican	7822
4/1/2016	CLACKAMAS	39	20	3	Democrat	8180
4/1/2016	CLACKAMAS	39	20	3	Independent Party	1152
4/1/2016	CLACKAMAS	39	20	3	NAV+	6252
4/1/2016	CLACKAMAS	39	20	3	Republican	8950
4/1/2016	CLACKAMAS	39	20	5	Democrat	5353
4/1/2016	CLACKAMAS	39	20	5	Independent Party	783
4/1/2016	CLACKAMAS	39	20	5	NAV+	3413
4/1/2016	CLACKAMAS	39	20	5	Republican	7026
4/1/2016	CLACKAMAS	40	20	3	Democrat	2
4/1/2016	CLACKAMAS	40	20	3	Independent Party	2
4/1/2016	CLACKAMAS	40	20	3	NAV+	6
4/1/2016	CLACKAMAS	40	20	3	Republican	16
4/1/2016	CLACKAMAS	40	20	5	Democrat	15683
4/1/2016	CLACKAMAS	40	20	5	Independent Party	1937
4/1/2016	CLACKAMAS	40	20	5	NAV+	10431
4/1/2016	CLACKAMAS	40	20	5	Republican	11754
4/1/2016	CLACKAMAS	41	21	5	Democrat	11983
4/1/2016	CLACKAMAS	41	21	5	Independent Party	1139
4/1/2016	CLACKAMAS	41	21	5	NAV+	6515
4/1/2016	CLACKAMAS	41	21	5	Republican	5619
4/1/2016	CLACKAMAS	48	24	3	Democrat	121
4/1/2016	CLACKAMAS	48	24	3	Independent Party	16
4/1/2016	CLACKAMAS	48	24	3	NAV+	92
4/1/2016	CLACKAMAS	48	24	3	Republican	203
4/1/2016	CLACKAMAS	48	24	5	Democrat	6633
4/1/2016	CLACKAMAS	48	24	5	Independent Party	829
4/1/2016	CLACKAMAS	48	24	5	NAV+	4520
4/1/2016	CLACKAMAS	48	24	5	Republican	4662
4/1/2016	CLACKAMAS	51	26	3	Democrat	4654
4/1/2016	CLACKAMAS	51	26	3	Independent Party	655
4/1/2016	CLACKAMAS	51	26	3	NAV+	3584
4/1/2016	CLACKAMAS	51	26	3	Republican	4884
4/1/2016	CLACKAMAS	51	26	5	Democrat	2315
4/1/2016	CLACKAMAS	51	26	5	Independent Party	266
4/1/2016	CLACKAMAS	51	26	5	NAV+	1813
4/1/2016	CLACKAMAS	51	26	5	Republican	1998
4/1/2016	CLACKAMAS	52	26	3	Democrat	6054
4/1/2016	CLACKAMAS	52	26	3	Independent Party	915
4/1/2016	CLACKAMAS	52	26	3	NAV+	5095
4/1/2016	CLACKAMAS	52	26	3	Republican	6158
4/1/2016	CLACKAMAS	59	30	5	NAV+	0
4/1/2016	CLATSOP	32	16	1	Democrat	8755
4/1/2016	CLATSOP	32	16	1	Independent Party	1024
4/1/2016	CLATSOP	32	16	1	NAV+	5885
4/1/2016	CLATSOP	32	16	1	Republican	6110
4/1/2016	COLUMBIA	31	16	1	Democrat	11587
4/1/2016	COLUMBIA	31	16	1	Independent Party	1390
4/1/2016	COLUMBIA	31	16	1	NAV+	7858
4/1/2016	COLUMBIA	31	16	1	Republican	8915
4/1/2016	COOS	1	1	4	Democrat	4644
4/1/2016	COOS	1	1	4	Independent Party	686
4/1/2016	COOS	1	1	4	NAV+	3363
4/1/2016	COOS	1	1	4	Republican	5422
4/1/2016	COOS	9	5	4	Democrat	7387
4/1/2016	COOS	9	5	4	Independent Party	1101
4/1/2016	COOS	9	5	4	NAV+	5021
4/1/2016	COOS	9	5	4	Republican	6647
4/1/2016	CROOK	55	28	2	Democrat	3172
4/1/2016	CROOK	55	28	2	Independent Party	854
4/1/2016	CROOK	55	28	2	NAV+	3055
4/1/2016	CROOK	55	28	2	Republican	5993
4/1/2016	CURRY	1	1	4	Democrat	4116
4/1/2016	CURRY	1	1	4	Independent Party	949
4/1/2016	CURRY	1	1	4	NAV+	3204
4/1/2016	CURRY	1	1	4	Republican	5290
4/1/2016	DESCHUTES	53	27	2	Democrat	12499
4/1/2016	DESCHUTES	53	27	2	Independent Party	2901
4/1/2016	DESCHUTES	53	27	2	NAV+	10472
4/1/2016	DESCHUTES	53	27	2	Republican	16695
4/1/2016	DESCHUTES	54	27	2	Democrat	15966
4/1/2016	DESCHUTES	54	27	2	Independent Party	2878
4/1/2016	DESCHUTES	54	27	2	NAV+	11219
4/1/2016	DESCHUTES	54	27	2	Republican	12139
4/1/2016	DESCHUTES	55	28	2	Democrat	2121
4/1/2016	DESCHUTES	55	28	2	Independent Party	576
4/1/2016	DESCHUTES	55	28	2	NAV+	2052
4/1/2016	DESCHUTES	55	28	2	Republican	3136
4/1/2016	DESCHUTES	59	30	2	Democrat	3713
4/1/2016	DESCHUTES	59	30	2	Independent Party	816
4/1/2016	DESCHUTES	59	30	2	NAV+	2687
4/1/2016	DESCHUTES	59	30	2	Republican	5964
4/1/2016	DOUGLAS	1	1	4	Democrat	2391
4/1/2016	DOUGLAS	1	1	4	Independent Party	456
4/1/2016	DOUGLAS	1	1	4	NAV+	1946
4/1/2016	DOUGLAS	1	1	4	Republican	4818
4/1/2016	DOUGLAS	2	1	4	Democrat	8642
4/1/2016	DOUGLAS	2	1	4	Independent Party	1656
4/1/2016	DOUGLAS	2	1	4	NAV+	7576
4/1/2016	DOUGLAS	2	1	4	Republican	12685
4/1/2016	DOUGLAS	7	4	4	Democrat	5082
4/1/2016	DOUGLAS	7	4	4	Independent Party	1062
4/1/2016	DOUGLAS	7	4	4	NAV+	4681
4/1/2016	DOUGLAS	7	4	4	Republican	8436
4/1/2016	DOUGLAS	9	5	4	Democrat	1071
4/1/2016	DOUGLAS	9	5	4	Independent Party	197
4/1/2016	DOUGLAS	9	5	4	NAV+	704
4/1/2016	DOUGLAS	9	5	4	Republican	1096
4/1/2016	GILLIAM	57	29	2	Democrat	316
4/1/2016	GILLIAM	57	29	2	Independent Party	61
4/1/2016	GILLIAM	57	29	2	NAV+	298
4/1/2016	GILLIAM	57	29	2	Republican	563
4/1/2016	GRANT	60	30	2	Democrat	1007
4/1/2016	GRANT	60	30	2	Independent Party	259
4/1/2016	GRANT	60	30	2	NAV+	921
4/1/2016	GRANT	60	30	2	Republican	2322
4/1/2016	HARNEY	60	30	2	Democrat	926
4/1/2016	HARNEY	60	30	2	Independent Party	175
4/1/2016	HARNEY	60	30	2	NAV+	922
4/1/2016	HARNEY	60	30	2	Republican	2298
4/1/2016	HOOD RIVER	52	26	2	Democrat	5212
4/1/2016	HOOD RIVER	52	26	2	Independent Party	618
4/1/2016	HOOD RIVER	52	26	2	NAV+	3327
4/1/2016	HOOD RIVER	52	26	2	Republican	2986
4/1/2016	JACKSON	2	1	2	Democrat	248
4/1/2016	JACKSON	2	1	2	Independent Party	70
4/1/2016	JACKSON	2	1	2	NAV+	247
4/1/2016	JACKSON	2	1	2	Republican	388
4/1/2016	JACKSON	4	2	2	Democrat	7755
4/1/2016	JACKSON	4	2	2	Independent Party	2006
4/1/2016	JACKSON	4	2	2	NAV+	8202
4/1/2016	JACKSON	4	2	2	Republican	14127
4/1/2016	JACKSON	5	3	2	Democrat	19622
4/1/2016	JACKSON	5	3	2	Independent Party	2226
4/1/2016	JACKSON	5	3	2	NAV+	10006
4/1/2016	JACKSON	5	3	2	Republican	11190
4/1/2016	JACKSON	6	3	2	Democrat	10511
4/1/2016	JACKSON	6	3	2	Independent Party	2176
4/1/2016	JACKSON	6	3	2	NAV+	9132
4/1/2016	JACKSON	6	3	2	Republican	13100
4/1/2016	JACKSON	55	28	2	Democrat	2900
4/1/2016	JACKSON	55	28	2	Independent Party	778
4/1/2016	JACKSON	55	28	2	NAV+	3133
4/1/2016	JACKSON	55	28	2	Republican	5539
4/1/2016	JEFFERSON	59	30	2	Democrat	3006
4/1/2016	JEFFERSON	59	30	2	Independent Party	651
4/1/2016	JEFFERSON	59	30	2	NAV+	2799
4/1/2016	JEFFERSON	59	30	2	Republican	4189
4/1/2016	JOSEPHINE	1	1	4	Democrat	686
4/1/2016	JOSEPHINE	1	1	4	Independent Party	156
4/1/2016	JOSEPHINE	1	1	4	NAV+	776
4/1/2016	JOSEPHINE	1	1	4	Republican	994
4/1/2016	JOSEPHINE	2	1	4	Democrat	856
4/1/2016	JOSEPHINE	2	1	4	Independent Party	229
4/1/2016	JOSEPHINE	2	1	4	NAV+	963
4/1/2016	JOSEPHINE	2	1	4	Republican	1557
4/1/2016	JOSEPHINE	3	2	2	Democrat	7169
4/1/2016	JOSEPHINE	3	2	2	Independent Party	1711
4/1/2016	JOSEPHINE	3	2	2	NAV+	7151
4/1/2016	JOSEPHINE	3	2	2	Republican	11193
4/1/2016	JOSEPHINE	3	2	4	Democrat	3850
4/1/2016	JOSEPHINE	3	2	4	Independent Party	809
4/1/2016	JOSEPHINE	3	2	4	NAV+	3857
4/1/2016	JOSEPHINE	3	2	4	Republican	4833
4/1/2016	JOSEPHINE	4	2	2	Democrat	1428
4/1/2016	JOSEPHINE	4	2	2	Independent Party	322
4/1/2016	JOSEPHINE	4	2	2	NAV+	1406
4/1/2016	JOSEPHINE	4	2	2	Republican	2601
4/1/2016	JOSEPHINE	4	2	4	Democrat	109
4/1/2016	JOSEPHINE	4	2	4	Independent Party	22
4/1/2016	JOSEPHINE	4	2	4	NAV+	122
4/1/2016	JOSEPHINE	4	2	4	Republican	194
4/1/2016	KLAMATH	5	3	2	NAV+	0
4/1/2016	KLAMATH	55	28	2	Democrat	1162
4/1/2016	KLAMATH	55	28	2	Independent Party	322
4/1/2016	KLAMATH	55	28	2	NAV+	1075
4/1/2016	KLAMATH	55	28	2	Republican	1904
4/1/2016	KLAMATH	56	28	2	Democrat	6858
4/1/2016	KLAMATH	56	28	2	Independent Party	1629
4/1/2016	KLAMATH	56	28	2	NAV+	6891
4/1/2016	KLAMATH	56	28	2	Republican	14362
4/1/2016	LAKE	55	28	2	Democrat	260
4/1/2016	LAKE	55	28	2	Independent Party	83
4/1/2016	LAKE	55	28	2	NAV+	318
4/1/2016	LAKE	55	28	2	Republican	723
4/1/2016	LAKE	56	28	2	Democrat	478
4/1/2016	LAKE	56	28	2	Independent Party	111
4/1/2016	LAKE	56	28	2	NAV+	469
4/1/2016	LAKE	56	28	2	Republican	1333
4/1/2016	LAKE	60	30	2	Democrat	55
4/1/2016	LAKE	60	30	2	Independent Party	20
4/1/2016	LAKE	60	30	2	NAV+	49
4/1/2016	LAKE	60	30	2	Republican	256
4/1/2016	LANE	7	4	4	Democrat	6704
4/1/2016	LANE	7	4	4	Independent Party	957
4/1/2016	LANE	7	4	4	NAV+	4651
4/1/2016	LANE	7	4	4	Republican	6268
4/1/2016	LANE	8	4	4	Democrat	21894
4/1/2016	LANE	8	4	4	Independent Party	1690
4/1/2016	LANE	8	4	4	NAV+	9660
4/1/2016	LANE	8	4	4	Republican	8749
4/1/2016	LANE	9	5	4	Democrat	4557
4/1/2016	LANE	9	5	4	Independent Party	741
4/1/2016	LANE	9	5	4	NAV+	2671
4/1/2016	LANE	9	5	4	Republican	3869
4/1/2016	LANE	11	6	4	Democrat	13499
4/1/2016	LANE	11	6	4	Independent Party	1255
4/1/2016	LANE	11	6	4	NAV+	6739
4/1/2016	LANE	11	6	4	Republican	7614
4/1/2016	LANE	12	6	4	Democrat	13270
4/1/2016	LANE	12	6	4	Independent Party	1643
4/1/2016	LANE	12	6	4	NAV+	9338
4/1/2016	LANE	12	6	4	Republican	8900
4/1/2016	LANE	13	7	4	Democrat	18130
4/1/2016	LANE	13	7	4	Independent Party	1914
4/1/2016	LANE	13	7	4	NAV+	9609
4/1/2016	LANE	13	7	4	Republican	9859
4/1/2016	LANE	14	7	4	Democrat	15478
4/1/2016	LANE	14	7	4	Independent Party	1944
4/1/2016	LANE	14	7	4	NAV+	10241
4/1/2016	LANE	14	7	4	Republican	10783
4/1/2016	LINCOLN	9	5	5	Democrat	319
4/1/2016	LINCOLN	9	5	5	Independent Party	37
4/1/2016	LINCOLN	9	5	5	NAV+	109
4/1/2016	LINCOLN	9	5	5	Republican	116
4/1/2016	LINCOLN	10	5	5	Democrat	11460
4/1/2016	LINCOLN	10	5	5	Independent Party	1629
4/1/2016	LINCOLN	10	5	5	NAV+	7616
4/1/2016	LINCOLN	10	5	5	Republican	7284
